@RELATION performance

@ATTRIBUTE name string
@ATTRIBUTE cpu numeric
@ATTRIBUTE mem numeric
@ATTRIBUTE proc numeric

@DATA
server1516,8.751596,9.140489,8.686301
server1517,8.760054,9.133872,8.68208
server1518,8.751028,9.136854,8.670576
server1519,8.762374,9.12838,8.666829
server1520,8.770537,9.130644,8.66489
server1521,17.94872,31.64062,11.53846
server1522,15.44715,13.30472,10.4
server1523,15.2,13.26676,11.02362
server1524,9.859155,8.013436,10.59908
server1525,10.299,7.780725,10.09772
server1526,10.79692,7.759303,9.823678
server1527,11.5304,7.060811,9.650924
server1528,11.85841,11.64404,9.705373
server1529,10.7362,11.80178,10.51051
server1530,12.83784,11.83529,10.84656
server1531,11.00363,11.67622,10.53254
server1532,10.94092,11.58498,11.02784
server1533,10.38961,11.22929,10.65494
server1534,9.825528,11.32939,10.42228
server1535,10.62022,10.95935,10.47382
server1536,10.27668,11.16236,10.51817
server1537,10.4952,10.68485,10.05061
server1538,10.47883,10.72491,10.04752
server1539,10.20942,10.66735,9.795134
server1540,10.1548,10.47049,9.751666
server1541,10.28807,10.36883,9.775733
server1542,10.17328,10.15385,9.677419
server1543,10.07463,9.879518,9.541189
server1544,9.730005,9.975615,9.516692
server1545,9.60199,9.925748,9.435798
server1546,9.57191,9.978723,9.402915
server1547,9.695291,10.01525,9.341155
server1548,9.809143,9.973973,9.370933
server1549,9.786325,9.844055,9.314954
server1550,9.806345,9.888249,9.182441
server1551,9.665871,9.900742,9.40902
server1552,9.803922,10.04415,9.282225
server1553,9.70621,10.11581,9.305707
server1554,9.762248,10.10911,9.15493
server1555,9.675166,10.14105,9.218163
server1556,9.661017,10.22074,9.145129
server1557,9.581824,10.36632,9.14065
server1558,9.571063,10.39853,9.042553
server1559,9.592027,10.49485,8.980213
server1560,9.70285,10.59259,8.921162
server1561,9.689808,10.66939,8.865146
server1562,9.593777,10.70403,8.870741
server1563,9.527825,10.73043,8.873626
server1564,9.544707,10.73112,8.847185
server1565,9.526417,9.905284,8.830613
server1566,9.500543,10.03714,8.784501
server1567,9.494184,10.68345,8.74967
server1568,9.511229,10.68343,8.946573
server1569,9.429088,10.65779,8.886645
server1570,9.403438,10.70336,8.893281
server1571,9.524988,10.71228,8.945841
server1572,9.496933,10.65678,8.894749
server1573,9.553679,10.71036,8.861654
server1574,9.544059,10.71838,8.86222
server1575,9.497336,10.74497,8.916044
server1576,9.53462,10.72813,8.893324
server1577,9.521671,10.73708,8.927396
server1578,9.57565,10.68795,8.895639
server1579,9.584524,10.65531,8.928955
server1580,9.532025,10.64506,8.949252
server1581,9.589331,10.66587,9.094667
server1582,9.538653,10.63317,9.070617
server1583,9.55102,10.67942,9.047429
server1584,9.562951,10.62668,8.958021
server1585,9.696492,10.61246,9.103156
server1586,9.492445,10.59143,8.939257
server1587,9.352381,10.54648,9.821429
server1588,9.329337,10.52329,9.824369
server1589,9.270181,10.54125,9.791217
server1590,9.321727,10.57514,9.776833
server1591,9.176933,10.57077,9.625109
server1592,9.087713,10.60078,9.648069
server1593,9.033943,10.59532,9.654938
server1594,9.067402,10.59554,9.71217
server1595,9.049001,10.59678,9.701617
server1596,9.015562,10.59656,9.709379
server1597,8.978224,10.60582,9.679529
server1598,9.020063,10.62694,9.661758
server1599,9.190875,10.63092,9.674836
server1600,9.164771,10.67969,9.689185
server1601,9.161166,10.68383,9.646504
server1602,9.188068,10.68723,9.618677
server1603,9.189614,10.71657,9.6269
server1604,9.209505,10.73111,9.683285
server1605,9.21214,10.7425,9.691894
server1606,9.166541,10.7862,9.682657
server1607,9.242945,10.75137,9.587644
server1608,9.261171,10.67626,9.612894
server1609,9.217999,10.73162,9.577945
server1610,9.202013,10.71701,9.611337
server1611,9.24322,10.72899,9.616184
server1612,9.269387,10.74008,9.661968
server1613,9.296204,10.75058,9.599784
server1614,9.309967,10.74513,9.526991
server1615,9.308619,10.68219,9.481051
server1616,9.334591,10.66084,9.516299
server1617,9.35836,10.64509,9.482983
server1618,9.434211,10.66285,9.450437
server1619,9.354671,10.67096,9.421026
server1620,9.315492,10.64315,9.417378
server1621,9.37659,10.64166,9.399056
server1622,9.411173,10.67481,9.368861
server1623,9.408836,10.68295,9.40119
server1624,9.432336,10.66828,9.457998
server1625,9.381092,10.66414,9.429251
server1626,9.402122,10.63609,9.411765
server1627,9.316474,10.57136,9.395739
server1628,9.563164,10.55811,9.368518
server1629,9.746406,10.52333,9.353257
server1630,9.835686,10.53658,9.396883
server1631,9.898041,10.53943,9.381639
server1632,9.925136,10.52675,9.399911
server1633,9.970773,10.50767,9.337283
server1634,10.00779,10.48953,9.344779
server1635,10.04299,10.46167,9.361885
server1636,10.07752,10.46636,9.346691
server1637,10.10494,10.48048,9.356849
server1638,10.10826,10.5081,9.375327
server1639,10.14123,10.50979,9.474448
server1640,10.11974,10.08444,9.483918
server1641,10.06824,10.48212,9.47843
server1642,9.944866,10.45571,9.473043
server1643,10.02273,10.09204,9.489714
server1644,9.954937,10.10956,9.466214
server1645,9.896151,10.11985,9.459459
server1646,9.898785,10.11272,9.43303
server1647,9.839034,10.10664,9.424701
server1648,9.795878,10.11233,9.412224
server1649,9.763137,10.11689,9.399883
server1650,9.750544,10.12135,9.387676
server1651,9.709503,10.10946,9.405322
server1652,9.660984,10.11295,9.415026
server1653,9.644423,10.10178,9.388958
server1654,9.676482,10.08794,9.391534
server1655,9.566891,10.0938,9.387908
server1656,9.566546,10.09794,9.396536
server1657,9.545455,10.09676,9.403288
server1658,9.478628,10.10236,9.383304
server1659,9.459459,10.11023,9.336364
server1660,9.437974,10.10942,9.314698
server1661,9.435529,10.04966,9.301907
server1662,9.45301,10.06757,9.308987
server1663,9.49563,10.05753,9.314509
server1664,9.430042,10.65141,8.957725
server1665,9.428213,10.0955,9.248252
server1666,9.461983,10.05877,9.246249
server1667,9.433295,10.07919,9.262613
server1668,9.427669,10.02682,9.282411
server1669,9.45993,9.986664,9.287899
server1670,9.501989,9.998719,9.32861
server1671,9.496391,10.00425,9.330986
server1672,9.467758,10.01735,9.302713
server1673,9.476626,10.01641,9.286186
server1674,9.498991,10.05424,9.275053
server1675,9.471752,10.05313,9.313686
server1676,9.395195,10.30584,9.246686
server1677,9.468575,10.33313,9.309791
server1678,9.516419,10.29111,9.324195
server1679,9.441921,10.28341,9.275087
server1680,9.472412,10.25153,9.210216
server1681,9.476651,10.24752,9.23802
server1682,9.529901,10.24926,9.227769
server1683,9.534773,10.25696,9.225407
server1684,9.547461,10.26181,9.215385
server1685,9.529403,10.28461,9.206204
server1686,9.464189,10.29635,9.211625
server1687,9.461651,10.3333,9.239581
server1688,9.394476,10.33984,9.233541
server1689,9.398554,10.33533,9.230077
server1690,9.513563,10.33515,9.221081
server1691,9.528563,10.33143,9.219593
server1692,9.543062,10.31305,9.211995
server1693,9.482301,10.30809,9.176958
server1694,9.479708,10.30047,9.182399
server1695,9.471794,10.31509,9.189781
server1696,9.447005,10.30541,9.158811
server1697,9.474228,10.28404,9.135447
server1698,9.449743,10.24845,9.141016
server1699,9.46931,10.262,9.146515
server1700,9.489315,10.26327,9.117252
server1701,9.516953,10.23593,9.131137
server1702,9.535732,10.24223,9.143575
server1703,9.504514,10.24515,9.155858
server1704,9.501943,10.20373,9.181774
server1705,9.534508,10.18921,9.173118
server1706,9.559696,10.19241,9.171376
server1707,9.550562,10.21445,9.163508
server1708,9.423687,10.22233,9.155119
server1709,9.476497,10.23518,9.140144
server1710,9.453753,10.23669,9.151934
server1711,9.424509,10.22975,9.15037
server1712,9.442724,10.25739,9.16196
server1713,9.438639,10.25026,9.15806
server1714,9.454594,10.21859,9.154196
server1715,9.481383,10.2028,9.141041
server1716,9.558435,10.19771,9.184727
server1717,9.562303,10.18132,9.125305
server1718,9.568002,10.16863,9.183088
server1719,9.552898,10.17198,9.169309
server1720,9.535547,10.16392,9.164557
server1721,9.591692,10.12105,9.163572
server1722,9.59381,10.12136,9.164675
server1723,9.572354,10.11791,9.169951
server1724,9.563887,10.12318,9.175168
server1725,9.562894,10.13177,9.187411
server1726,9.541888,10.13508,9.180146
server1727,9.552013,10.13684,9.165796
server1728,9.581401,10.10638,9.152605
server1729,9.591773,10.10531,9.151718
server1730,9.577238,10.1198,9.193178
server1731,9.57578,10.14042,9.204669
server1732,9.538122,10.16667,9.21659
server1733,9.548324,10.16276,9.213752
server1734,9.551966,10.12608,9.229854
server1735,9.591948,10.10648,9.216208
server1736,9.625475,10.09292,9.190939
server1737,9.634651,10.08008,9.201054
server1738,9.613893,10.08175,9.216885
server1739,9.634907,10.09074,9.197799
server1740,9.637985,10.11949,9.225007
server1741,9.635157,10.10817,9.223273
server1742,9.667427,10.09205,9.215854
server1743,9.617957,10.11109,9.214184
server1744,9.62062,10.10499,9.234247
server1745,9.646747,10.11076,9.260613
server1746,9.672602,10.11708,9.258014
server1747,9.686821,10.12049,9.256161
server1748,9.700898,10.11335,9.248779
server1749,9.738569,10.05252,9.242491
server1750,9.809111,10.05493,9.235756
server1751,9.822379,10.0341,9.217648
server1752,9.847218,10.01088,9.22198
server1753,9.860718,10.01253,9.226271
server1754,9.879066,10.01344,9.246188
server1755,9.864805,9.993373,9.228872
server1756,9.86709,9.970388,9.222394
server1757,9.896032,9.946141,9.226111
server1758,9.925236,9.96071,9.235568
server1759,9.937453,9.944142,9.223403
server1760,9.944722,9.910598,9.232783
server1761,9.941239,9.903183,9.242077
server1762,9.932472,9.876706,9.235718
server1763,9.930129,9.884631,9.251033
server1764,9.906729,9.883721,9.235358
server1765,9.923944,9.902113,9.264473
server1766,9.878864,9.905568,9.253032
server1767,9.870062,10.03646,9.236153
server1768,9.830298,9.897863,9.244673
server1769,9.847548,9.989329,9.238038
server1770,9.870276,9.906456,9.231924
server1771,9.863182,9.907069,9.211837
server1772,9.82515,9.904527,9.181548
server1773,9.83848,9.904501,9.18509
server1774,9.843139,9.916303,9.184128
server1775,9.839794,9.917543,9.18775
server1776,9.856604,9.928438,9.15206
server1777,9.864235,9.886254,9.161574
server1778,9.895755,9.87507,9.155512
server1779,9.888254,9.837608,9.155237
server1780,9.88973,9.839989,9.158906
server1781,9.898065,9.865003,9.149887
server1782,9.889679,9.859857,9.143978
server1783,9.866719,9.871276,9.128591
server1784,9.855933,9.839728,9.124157
server1785,9.847824,9.851683,9.099508
server1786,9.84556,9.831171,9.099472
server1787,9.832757,9.850184,9.112654
server1788,9.842972,9.852345,9.11597
server1789,9.811213,9.860038,9.110367
server1790,9.793961,9.85794,9.109443
server1791,9.786309,9.86354,9.126984
server1792,9.78527,9.846327,9.141465
server1793,9.773942,9.856143,9.132107
server1794,9.776262,9.848854,9.131525
server1795,9.797627,9.848195,9.131363
server1796,9.790113,9.847925,9.125854
server1797,9.768815,9.832896,9.120389
server1798,9.77067,9.804864,9.119455
server1799,9.772509,9.790649,9.109592
server1800,9.769774,9.79244,9.117608
server1801,9.739817,9.791626,9.121128
server1802,9.741757,9.802496,9.120205
server1803,9.752692,9.792921,9.119289
server1804,9.746029,9.78685,9.118781
server1805,9.758169,9.895041,9.123435
server1806,9.747083,9.903142,9.131606
server1807,9.740087,9.905008,9.13499
server1808,9.751248,9.860144,9.160305
server1809,9.757923,9.954111,9.19402
server1810,9.781656,9.947757,9.201404
server1811,9.787736,9.945754,9.204468
server1812,9.79812,9.945256,9.199015
server1813,9.793546,9.937309,9.18713
server1814,9.769693,9.948289,7.428272
server1815,9.750743,9.949383,9.169223
server1816,9.744382,9.943749,9.176924
server1817,9.753387,9.933852,9.186866
server1818,9.759836,9.928814,9.181977
server1819,9.766653,9.923397,9.189928
server1820,9.764139,9.935928,9.180558
server1821,9.754043,9.918375,9.176122
server1822,9.759987,9.912163,9.170967
server1823,9.757525,9.881506,9.169931
server1824,9.759247,9.866008,9.156705
server1825,9.756806,9.855602,9.135472
server1826,9.758518,9.85895,9.138613
server1827,9.764338,9.838183,9.109556
server1828,9.778325,9.841882,9.136812
server1829,9.779941,9.856231,9.163872
server1830,9.793772,9.863081,9.115143
server1831,9.803444,9.873813,9.106407
server1832,9.804953,9.884069,9.097732
server1833,9.784277,9.874143,9.093777
server1834,9.782258,9.871041,9.096276
server1835,9.788243,9.873994,9.107668
server1836,9.76977,9.873201,9.106899
server1837,9.776536,9.868686,9.107199
server1838,9.762208,9.869047,9.114199
server1839,9.763829,9.857932,9.121151
server1840,9.769775,9.848145,9.116842
server1841,9.760901,9.879049,9.105241
server1842,9.761559,9.840544,9.110779
server1843,9.757913,9.82356,9.10829
server1844,9.762481,9.779127,9.109976
server1845,9.776515,9.766778,9.128915
server1846,9.780625,9.743192,9.122608
server1847,9.774145,9.71926,9.110161
server1848,9.76561,9.720556,9.125862
server1849,9.782567,9.632029,9.125061
server1850,9.772562,9.630924,9.113033
server1851,9.770269,9.617033,9.11228
server1852,9.77942,9.649603,9.081781
server1853,9.796848,9.634428,9.089224
server1854,9.791083,9.639363,9.096283
server1855,9.792901,9.642688,9.092248
server1856,9.787186,9.617667,9.08824
server1857,9.785257,9.626679,9.084257
server1858,9.782365,9.620376,9.085931
server1859,9.788281,9.60267,9.090247
server1860,9.786649,9.59032,9.064518
server1861,9.773628,9.58622,9.060658
server1862,9.776186,9.594814,9.068292
server1863,9.781688,9.599521,9.071631
server1864,9.772477,9.590941,9.057036
server1865,9.769146,9.566368,9.054808
server1866,9.76367,9.568717,9.058165
server1867,9.740023,9.577156,9.04728
server1868,9.731044,9.587347,9.029377
server1869,9.718504,9.582954,9.036315
server1870,9.738503,9.584365,9.04673
server1871,9.715231,9.593162,9.060591
server1872,9.706441,9.592474,9.053368
server1873,9.708426,9.582869,9.04619
server1874,9.717522,9.59161,9.042535
server1875,9.701705,9.59182,9.035434
server1876,9.707226,9.603027,9.018008
server1877,9.71237,9.649098,9.014162
server1878,9.713964,9.640828,9.01721
server1879,9.707783,9.595741,9.004869
server1880,9.706222,9.436387,9.001402
server1881,9.690369,9.272003,8.99424
server1882,9.682584,9.259711,9.008427
server1883,9.677643,9.269922,9.001592
server1884,9.641263,9.271757,8.987739
server1885,9.639593,9.271824,8.970603
server1886,9.647885,9.263672,8.972679
server1887,9.643433,9.257253,8.973027
server1888,9.64177,9.247661,8.969434
server1889,9.663995,9.240448,8.969192
server1890,9.669081,9.242255,8.942388
server1891,9.691092,9.248211,8.915742
server1892,9.699449,9.253491,8.889256
server1893,9.711127,9.240646,8.862926
server1894,9.714939,9.243312,8.881449
server1895,9.710695,9.233689,8.88036
server1896,9.711409,9.233189,8.878841
server1897,9.7075,9.230399,8.871496
server1898,9.715719,9.227402,8.845425
server1899,9.727224,9.239981,8.848808
server1900,9.725461,9.220353,8.84783
server1901,9.73025,9.222647,8.84795
server1902,9.739656,9.215401,8.847176
server1903,9.737766,9.205712,8.821438
server1904,9.739464,9.198006,8.829137
server1905,9.734601,9.453971,8.829595
server1906,9.729694,9.434054,8.827604
server1907,9.734426,9.360287,8.843843
server1908,9.742412,9.299214,8.843973
server1909,9.724494,9.293373,8.837997
server1910,9.716189,9.298295,8.843689
server1911,9.711491,9.295583,8.833731
server1912,9.719784,9.294644,8.830996
server1913,9.689131,9.295967,8.837769
server1914,9.697048,9.287257,8.820928
server1915,9.698867,9.28296,8.827699
server1916,9.7013,9.265701,8.819833
server1917,9.699576,9.26944,8.838827
server1918,9.691461,9.26814,8.829594
server1919,9.698868,9.258014,8.825365
server1920,9.710223,9.260503,8.838266
server1921,9.718337,9.252957,8.832475
server1922,9.716586,9.251422,8.829537
server1923,9.736975,9.259788,8.835874
server1924,9.741488,9.257648,8.829866
server1925,9.73685,9.245608,8.833369
server1926,9.747915,9.255257,8.833792
server1927,9.743285,9.260165,8.843371
server1928,9.741799,9.271543,8.834632
server1929,9.74654,9.272406,8.832013
server1930,9.743207,9.250776,8.828528
server1931,9.729026,9.25687,8.825666
server1932,9.72729,9.251991,8.816782
server1933,9.73173,9.272317,8.795906
server1934,9.723845,9.25829,8.805164
server1935,9.743605,9.246386,8.811377
server1936,9.741849,9.254455,8.8086
server1937,9.722095,9.28032,8.77334
server1938,9.723448,9.304082,8.770679
server1939,9.728253,9.301611,8.761893
server1940,9.687188,9.270445,8.768144
server1941,9.718825,9.273256,8.759619
server1942,9.708124,9.28729,8.545996
server1943,9.625668,9.29115,8.716565
server1944,9.579313,9.294183,8.722869
server1945,9.605263,9.299204,8.725988
server1946,9.609878,9.280287,8.726415
server1947,9.617444,9.287525,8.723936
server1948,9.633871,9.284999,8.730159
server1949,9.641621,9.28592,8.725046
server1950,9.634571,9.282734,8.72284
server1951,9.642847,9.279468,8.729771
server1952,9.650309,9.280092,8.721097
server1953,9.651797,9.282005,8.698638
server1954,9.66233,9.273043,8.696521
server1955,9.643649,9.279753,8.714343
server1956,9.642514,9.277879,8.703677
server1957,9.635303,9.279262,8.706982
server1958,9.62262,9.280884,8.710516
server1959,9.618382,9.284348,8.702514
server1960,9.614166,9.290471,8.711418
server1961,9.606322,9.285115,8.693823
server1962,9.610754,9.275334,8.702709
server1963,9.615165,9.268091,8.714342
server1964,9.613849,9.264826,8.717563
server1965,9.615713,9.253383,8.712205
server1966,9.617241,9.247595,8.69047
server1967,9.6046,9.244633,8.690963
server1968,9.608973,9.249623,8.677663
server1969,9.607688,9.253073,8.678186
server1970,9.60641,9.25799,8.681451
server1971,9.599529,9.25818,8.679225
server1972,9.587355,9.258946,8.674515
server1973,9.572984,9.254078,8.6703
server1974,9.571802,9.269754,8.668116
server1975,9.565072,9.258875,8.665944
server1976,9.572228,9.249736,8.666486
server1977,9.584876,9.243636,8.648138
server1978,9.589457,9.207513,8.627419
server1979,9.584515,9.204406,8.631488
server1980,9.575082,9.207322,8.642836
server1981,9.574177,9.212269,8.64901
server1982,9.575748,9.217126,8.649586
server1983,9.566664,9.218994,8.655715
server1984,9.562804,9.217806,8.632367
server1985,9.572534,9.214278,8.611781
server1986,9.563922,9.212842,8.615401
server1987,9.549545,9.227007,8.62683
server1988,9.543065,9.227166,8.611659
server1989,9.533927,9.220469,8.628069
server1990,9.519466,9.212365,8.605108
server1991,9.521388,9.206351,8.59032
server1992,9.526099,9.203701,8.601982
server1993,9.525206,9.200425,8.600359
server1994,9.529509,9.192984,8.598437
server1995,9.52343,9.207786,8.601928
server1996,9.522423,9.206706,8.597425
server1997,9.526702,9.19676,8.585207
server1998,9.517787,9.195651,8.588484
server1999,9.519678,9.193568,8.581697
server2000,9.51082,9.19709,8.582405
server2001,9.51247,9.200025,8.570333
server2002,9.50889,9.204671,8.555768
server2003,9.505327,9.203164,8.5489
server2004,9.50178,9.202923,8.549676
server2005,9.49331,9.178981,8.550666
server2006,9.492639,9.179512,8.549125
server2007,9.483983,9.182855,8.539813
server2008,9.488243,9.176587,8.543118
server2009,9.495053,9.179392,8.54139
server2010,9.502564,9.153724,8.522784
server2011,9.506005,9.143262,8.519417
server2012,9.510425,9.1444,8.522954
server2013,9.499528,9.136933,8.521497
server2014,9.495798,9.133597,8.523547
server2015,9.510379,9.138501,8.527055
server2016,9.522361,9.131593,8.525597
server2017,9.526701,9.133424,8.519205
server2018,9.498208,9.132122,8.522699
server2019,9.504861,9.137788,8.511214
server2020,9.526801,9.135171,8.514711
server2021,9.516048,9.130846,8.510847
server2022,9.505342,9.133281,8.514329
server2023,9.504669,9.134486,8.520234
server2024,9.511472,9.136302,8.521248
server2025,9.508303,9.135028,8.527113
server2026,9.515069,9.133121,8.525686
server2027,9.529231,9.131339,8.521848
server2028,9.543333,9.12836,8.520439
server2029,9.532494,9.130112,8.521237
